Unique.Specimen.Identifier;Family1;Order1;Sequence;Specimen.number;Source;Sex;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-wing.Index;Tail.Length;Sample.Number;Measurer;Avonet.Protocol.Used;Protocol.both.pairs;Protocol.neither.pair
Pachyramphus cinnamomeus_99.5.1.418;Tityridae;PASSERIFORMES;5438;99.5.1.418;NHMUK;M;16,6;NA;7,1;5,8;22,7;79;NA;NA;NA;56;1;GT;0;0;0
Pachyramphus homochrous_88.1.13.1431;Tityridae;PASSERIFORMES;5435;88.1.13.1431;NHMUK;M;21,1;14,5;7,8;7,2;21,5;89,5;17,2;72,3;19,2;78;2;CS;1;0;0
Pachyramphus homochrous_88.1.13.1431;Tityridae;PASSERIFORMES;5435;88.1.13.1431;NHMUK;M;20,2;NA;7,4;6,9;23,4;89;NA;NA;NA;66;1;GT;0;0;0
Pachyramphus surinamus_1888.1.13.1459;Tityridae;PASSERIFORMES;5437;1888.1.13.1459;NHMUK;F;15,7;NA;7,5;5,9;18,8;76;NA;NA;NA;59;2;GT;0;0;0
Pachyramphus surinamus_1888.1.13.1459;Tityridae;PASSERIFORMES;5437;1888.1.13.1459;NHMUK;F;17,3;12,3;7,4;6;18,8;77;18;59;23,4;56;1;HM;1;0;0
Pachysylvia aurantiifrons_1912.7.6.68;Vireonidae;PASSERIFORMES;6394;1912.7.6.68;NHMUK;M;14,6;NA;NA;4,8;16,7;54,2;7,1;47,1;13,1;41,1;2;APH;0;0;0
Pachysylvia aurantiifrons_1912.7.6.68;Vireonidae;PASSERIFORMES;6394;1912.7.6.68;NHMUK;M;16,5;8,6;3,5;4,1;16,8;52;5,6;46,4;10,8;43;1;CS;1;0;0
Pachysylvia aurantiifrons_1924.10.31.79;Vireonidae;PASSERIFORMES;6394;1924.10.31.79;NHMUK;M;14,7;NA;NA;4,7;16,6;54,9;7,3;47,6;13,3;39,4;2;APH;0;0;0
Pachysylvia aurantiifrons_1924.10.31.79;Vireonidae;PASSERIFORMES;6394;1924.10.31.79;NHMUK;M;15,4;9,2;3,5;4;17;53;6,5;46,5;12,3;41;1;CS;1;0;0
Pachysylvia decurtata_1885.3.10.156;Vireonidae;PASSERIFORMES;6391;1885.3.10.156;NHMUK;M;13,8;NA;NA;NA;16,4;53,1;7,2;45,9;13,6;33,4;2;APH;0;0;0
Pachysylvia decurtata_1885.3.10.156;Vireonidae;PASSERIFORMES;6391;1885.3.10.156;NHMUK;M;14,3;8,3;3,5;3,9;16;50;8,8;41,2;17,6;34;1;CV;1;0;0
Pachysylvia decurtata_1885.3.10.159;Vireonidae;PASSERIFORMES;6391;1885.3.10.159;NHMUK;F;12,6;NA;NA;NA;15,6;51,6;6;45,6;11,6;34,8;2;APH;0;0;0
Pachysylvia decurtata_1885.3.10.159;Vireonidae;PASSERIFORMES;6391;1885.3.10.159;NHMUK;F;13,7;8,3;3,3;3,7;15,1;50;7,1;42,9;14,2;36;1;CV;1;0;0
Pachysylvia hypochrysea_1891.11.3.535;Vireonidae;PASSERIFORMES;6390;1891.11.3.535;NHMUK;M;14,5;NA;NA;NA;18,4;65,8;8,6;57,2;13,1;56,1;2;APH;0;0;0
Pachysylvia hypochrysea_1891.11.3.535;Vireonidae;PASSERIFORMES;6390;1891.11.3.535;NHMUK;M;15;8;3,9;4,8;18;64;12,8;51,2;20;57;1;CS;1;0;0
Pachysylvia hypochrysea_1891.11.3.536;Vireonidae;PASSERIFORMES;6390;1891.11.3.536;NHMUK;F;15,3;NA;NA;NA;18,2;59,2;8,2;51;13,9;51,1;2;APH;0;0;0
Pachysylvia hypochrysea_1891.11.3.536;Vireonidae;PASSERIFORMES;6390;1891.11.3.536;NHMUK;F;14,4;7,9;3,9;4,2;17,7;57,5;8;49,5;13,9;57;1;CS;1;0;0
Pachysylvia muscicapina_1883.4.21.6;Vireonidae;PASSERIFORMES;6393;1883.4.21.6;NHMUK;M;15,8;NA;NA;5,1;16,4;64,7;10;54,7;15,5;44,9;1;APH;0;0;0
Pachysylvia muscicapina_1883.4.21.6;Vireonidae;PASSERIFORMES;6393;1883.4.21.6;NHMUK;M;17;11,5;3,4;4,1;17,5;63;11,1;51,9;17,6;43;2;TB/HM;1;0;0
Pachysylvia muscicapina_1885.3.10.149;Vireonidae;PASSERIFORMES;6393;1885.3.10.149;NHMUK;M;14,7;NA;NA;5,3;16,1;63,1;6,9;56,2;10,9;48,7;1;APH;0;0;0
Pachysylvia muscicapina_1885.3.10.149;Vireonidae;PASSERIFORMES;6393;1885.3.10.149;NHMUK;M;16,6;10,8;3,5;4,4;19,6;59;11,5;47,5;19,5;48;2;TB/HM;1;0;0
Pachysylvia muscicapina_1886.9.15.295;Vireonidae;PASSERIFORMES;6393;1886.9.15.295;NHMUK;M;16,3;NA;3,1;4,1;14,6;55;NA;NA;NA;47;2;GT;0;0;0
Pachysylvia muscicapina_1886.9.15.295;Vireonidae;PASSERIFORMES;6393;1886.9.15.295;NHMUK;M;16,9;10,1;3,5;3,9;16;57;6,2;50,8;10,9;42;1;HM;1;0;0
Pachysylvia muscicapina_1914.4.25.19;Vireonidae;PASSERIFORMES;6393;1914.4.25.19;NHMUK;F;15,3;NA;NA;5,6;15,6;64,2;9,2;55;14,3;47;2;APH;0;0;0
Pachysylvia muscicapina_1914.4.25.19;Vireonidae;PASSERIFORMES;6393;1914.4.25.19;NHMUK;F;16,5;10,3;3,5;4,1;16,1;64;10;54;15,6;45;1;TB/HM;1;0;0
Pachysylvia semibrunnea_1855.8.1.6;Vireonidae;PASSERIFORMES;6395;1855.8.1.6;NHMUK;U;15,2;NA;NA;NA;16,9;64,1;5,5;58,6;8,6;52,8;2;APH;0;0;0
Pachysylvia semibrunnea_1855.8.1.6;Vireonidae;PASSERIFORMES;6395;1855.8.1.6;NHMUK;U;16,1;9,2;3,6;4;17,5;62;6,2;55,8;10;51;1;CS;1;0;0
Pachysylvia semibrunnea_1886.9.15.299;Vireonidae;PASSERIFORMES;6395;1886.9.15.299;NHMUK;U;13,9;NA;NA;NA;16,9;57,8;8;49,8;13,8;46,1;1;APH;0;0;1
Pachysylvia semibrunnea_1886.9.15.299;Vireonidae;PASSERIFORMES;6395;1886.9.15.299;NHMUK;U;15,6;NA;3,2;3,7;17,6;54;NA;NA;NA;48;2;GT;0;0;1
Palmeria dolei_95.7.20.100;Fringillidae;PASSERIFORMES;10102;95.7.20.100;NHMUK;F;23,5;16;5;6,2;31,7;89;23,2;65,8;26,1;72;2;CS;1;0;0
Palmeria dolei_95.7.20.100;Fringillidae;PASSERIFORMES;10102;95.7.20.100;NHMUK;F;27,1;NA;4,6;5,7;31,6;94;NA;NA;NA;79;1;GT;0;0;0
Paludipasser locustella_1931.12.21.130;Estrildidae;PASSERIFORMES;9821;1931.12.21.130;NHMUK;M;9,1;5,5;4;5;16,5;45;7,5;37,5;16,7;33;2;CS;1;0;0
Paludipasser locustella_1931.12.21.130;Estrildidae;PASSERIFORMES;9821;1931.12.21.130;NHMUK;M;9,6;NA;4;5,2;14,5;45;NA;NA;NA;28;1;GT;0;0;0
Paradigalla brevicauda_1914.3.4.31;Paradisaeidae;PASSERIFORMES;7078;1914.3.4.31;NHMUK;M;33,8;NA;6,6;7,8;46,7;152;12;140;7,9;43;2;CR;0;0;0
Paradigalla brevicauda_1914.3.4.31;Paradisaeidae;PASSERIFORMES;7078;1914.3.4.31;NHMUK;M;33,1;24,9;5,3;8,1;46;148;12,3;135,7;8,3;54;1;CS;1;0;0
Paradigalla brevicauda_1914.3.4.32;Paradisaeidae;PASSERIFORMES;7078;1914.3.4.32;NHMUK;M;33,6;NA;7,2;8,1;48;147;8;139;5,4;56;3;CR;0;0;0
Paradigalla brevicauda_1914.3.4.32;Paradisaeidae;PASSERIFORMES;7078;1914.3.4.32;NHMUK;M;31,8;25,1;5,6;8,3;45,6;152;13,7;138,3;9;61;2;CS;1;0;0
Paradigalla brevicauda_1914.3.4.32;Paradisaeidae;PASSERIFORMES;7078;1914.3.4.32;NHMUK;M;34,7;NA;6;7,9;48,2;151;NA;NA;NA;60;1;GT;0;0;0
Paradigalla brevicauda_1949.62.24;Paradisaeidae;PASSERIFORMES;7078;1949.62.24;NHMUK;M;33,3;NA;6,6;7,9;46,4;158;11;147;7;44;2;CR;0;0;0
Paradigalla brevicauda_1949.62.24;Paradisaeidae;PASSERIFORMES;7078;1949.62.24;NHMUK;M;31,1;24,9;5,2;8,1;43,6;155;12,8;142,2;8,3;58;1;CS;1;0;0
Paradigalla carunculata_76.7.18.1;Paradisaeidae;PASSERIFORMES;7077;76.7.18.1;NHMUK;M;36;NA;6,6;7,3;48,1;158;16;142;10,1;117;2;CR;0;0;0
Paradigalla carunculata_76.7.18.1;Paradisaeidae;PASSERIFORMES;7077;76.7.18.1;NHMUK;M;30,1;23,2;5,9;7,8;48,3;157;9,4;147,6;6;121;1;CS;1;0;0
Paradigalla carunculata_81.5.1.1705;Paradisaeidae;PASSERIFORMES;7077;81.5.1.1705;NHMUK;M;40,2;NA;6,9;7,6;49,6;182;11;171;6;151;1;CR;0;0;0
Paradigalla carunculata_81.5.1.1705;Paradisaeidae;PASSERIFORMES;7077;81.5.1.1705;NHMUK;M;33,8;23,4;5,9;8,1;50,3;178;11,3;166,7;6,3;163;3;CS;1;0;0
Paradigalla carunculata_81.5.1.1705;Paradisaeidae;PASSERIFORMES;7077;81.5.1.1705;NHMUK;M;41;NA;6,1;7,7;50;177;NA;NA;NA;171;2;GT;0;0;0
Paradigalla carunculata_81.5.1.1706;Paradisaeidae;PASSERIFORMES;7077;81.5.1.1706;NHMUK;M;39,2;NA;6,2;7,7;48,1;170;13;157;7,6;136;2;CR;0;0;0
Paradigalla carunculata_81.5.1.1706;Paradisaeidae;PASSERIFORMES;7077;81.5.1.1706;NHMUK;M;33,6;23,4;5,8;8,2;46;167;16,1;150,9;9,6;147;1;CS;1;0;0
Paradisaea decora_1926.12.22.39;Paradisaeidae;PASSERIFORMES;7090;1926.12.22.39;NHMUK;F;34;21,9;7,8;9,5;37,8;157;27,2;129,8;17,3;116;2;JAT;1;1;0
Paradisaea decora_1926.12.22.39;Paradisaeidae;PASSERIFORMES;7090;1926.12.22.39;NHMUK;F;32,2;23,1;7,7;9,3;35,6;154;29,5;124,5;19,2;120;1;SRW;1;1;0
Paradisaea decora_1936.4.2.1;Paradisaeidae;PASSERIFORMES;7090;1936.4.2.1;NHMUK;M;37,3;NA;11,5;10,4;44,1;176;26;150;14,8;130;2;CR;0;0;0
Paradisaea decora_1936.4.2.1;Paradisaeidae;PASSERIFORMES;7090;1936.4.2.1;NHMUK;M;39;26,6;8,8;8,6;42,1;171;25,5;145,5;14,9;133;1;SRW;1;0;0
Paradisaea decora_1969.40.86;Paradisaeidae;PASSERIFORMES;7090;1969.40.86;NHMUK;M;37,4;NA;12,3;10,5;40;176;27;149;15,3;130;1;CR;0;0;0
Paradisaea decora_1969.40.86;Paradisaeidae;PASSERIFORMES;7090;1969.40.86;NHMUK;M;36,3;NA;8,1;9,5;40,3;179;NA;NA;NA;NA;2;GT;0;0;0
Paradisaea decora_1969.40.86;Paradisaeidae;PASSERIFORMES;7090;1969.40.86;NHMUK;M;35,3;25,9;8,8;9,5;42,2;175;27;148;15,4;132;3;JAT;1;0;0
Paradisaea decora_1969.40.86;Paradisaeidae;PASSERIFORMES;7090;1969.40.86;NHMUK;M;35,7;26,5;8,2;9,4;41,1;176;22,4;153,6;12,7;133;4;SRW;1;0;0
Paradisaea decora_98.4.30.63;Paradisaeidae;PASSERIFORMES;7090;98.4.30.63;NHMUK;F;35,6;25,1;8,1;9,1;39;153;18;135;11,8;127;1;JAT;1;1;0
Paradisaea decora_98.4.30.63;Paradisaeidae;PASSERIFORMES;7090;98.4.30.63;NHMUK;F;36,9;25;8,6;9,2;40,2;149;16,6;132,4;11,1;128;2;SRW;1;1;0
Paradisaea guilielmi_1921.12.30.182;Paradisaeidae;PASSERIFORMES;7088;1921.12.30.182;NHMUK;M;41,8;NA;12,7;11,3;46,3;175;25;150;14,3;113;1;CR;0;0;0
Paradisaea guilielmi_1921.12.30.182;Paradisaeidae;PASSERIFORMES;7088;1921.12.30.182;NHMUK;M;40,1;28,6;8,7;10,6;42,8;169;17,3;151,7;10,2;113;2;SRW;1;0;0
Paradisaea guilielmi_1921.12.30.183;Paradisaeidae;PASSERIFORMES;7088;1921.12.30.183;NHMUK;M;41,3;NA;12,6;10,8;42,8;176;22;154;12,5;110;1;CR;0;0;0
Paradisaea guilielmi_1921.12.30.183;Paradisaeidae;PASSERIFORMES;7088;1921.12.30.183;NHMUK;M;39,6;27,3;8,3;10,6;44,6;175;21,7;153,3;12,4;119;2;CS;1;0;0
Paradisaea rubra_61.12.11.79;Paradisaeidae;PASSERIFORMES;7089;61.12.11.79;NHMUK;M;32,9;NA;11,1;10,1;44,1;178;26;152;14,6;122;2;CR;0;0;0
Paradisaea rubra_61.12.11.79;Paradisaeidae;PASSERIFORMES;7089;61.12.11.79;NHMUK;M;32,4;24;7,4;9,4;43,4;172;17,6;154,4;10,2;121;1;SRW;1;0;0
Paradisornis rudolphi_1905.7.25.8;Paradisaeidae;PASSERIFORMES;7087;1905.7.25.8;NHMUK;M;43,1;NA;12,3;15,7;39,3;152;12;140;7,9;69;2;CR;0;0;0
Paradisornis rudolphi_1905.7.25.8;Paradisaeidae;PASSERIFORMES;7087;1905.7.25.8;NHMUK;M;41,2;28,5;8;13,7;39,4;150;8,7;141,3;5,8;86;1;CS;1;0;0
Paramythia montium_1953.17.267;Paramythiidae;PASSERIFORMES;6288;1953.17.267;NHMUK;M;19,4;9,3;4;5,2;28,6;106;17,6;88,4;16,6;102;2;CS;1;0;0
Paramythia montium_1953.17.267;Paramythiidae;PASSERIFORMES;6288;1953.17.267;NHMUK;M;19,7;NA;4;4,7;31,8;108;NA;NA;NA;102;1;GT;0;0;0
Pardalotus quadragintus_89.6.12.14;Pardalotidae;PASSERIFORMES;6163;89.6.12.14;NHMUK;M;7,3;4,2;3,3;4;17,4;56,5;15;41,5;26,5;33,5;2;CS;1;0;0
Pardalotus quadragintus_89.6.12.14;Pardalotidae;PASSERIFORMES;6163;89.6.12.14;NHMUK;M;7,9;NA;3,4;3,9;17,6;57;NA;NA;NA;34;1;GT;0;0;0
Pardalotus rubricatus_1969.4.677;Pardalotidae;PASSERIFORMES;6164;1969.4.677;NHMUK;F;10,7;6,5;3,8;4,2;19,8;64,5;19,5;45;30,2;33;2;CS;1;0;0
Pardalotus rubricatus_1969.4.677;Pardalotidae;PASSERIFORMES;6164;1969.4.677;NHMUK;F;10,6;NA;3,9;4,9;21,4;64;NA;NA;NA;34;1;GT;0;0;0
Pardalotus striatus_89.6.12.20;Pardalotidae;PASSERIFORMES;6165;89.6.12.20;NHMUK;M;8,8;NA;3,7;4,2;20,1;66;NA;NA;NA;40;1;GT;0;0;0
Pardalotus striatus_89.6.12.20;Pardalotidae;PASSERIFORMES;6165;89.6.12.20;NHMUK;M;9;5,2;4,1;4,2;19,1;65;16,2;48,8;24,9;36;2;SRW;1;0;0
Parkerthraustes humeralis_85.6.8.430;Thraupidae;PASSERIFORMES;10754;85.6.8.430;NHMUK;U;19,7;12,9;7,9;10,7;21,6;85;20;65;23,5;72;2;CS;1;0;0
Parkerthraustes humeralis_85.6.8.430;Thraupidae;PASSERIFORMES;10754;85.6.8.430;NHMUK;U;20,1;NA;8,3;10,6;21,6;88;NA;NA;NA;70;1;GT;0;0;0
Parkesia noveboracensis_1888.10.10.6085;Parulidae;PASSERIFORMES;10565;1888.10.10.6085;NHMUK;M;15,2;NA;3,1;3,8;20,9;76;NA;NA;NA;54;2;GT;0;0;0
Parkesia noveboracensis_1888.10.10.6085;Parulidae;PASSERIFORMES;10565;1888.10.10.6085;NHMUK;M;19;9,1;3,5;3,6;20,5;75;19,3;55,7;25,7;52;1;HM;1;0;0
Paroaria capitata_1910.7.9.154;Thraupidae;PASSERIFORMES;11092;1910.7.9.154;NHMUK;M;14,1;8,3;4,2;5,1;21,4;81,5;11;70,5;13,5;76;2;CS;1;0;0
Paroaria capitata_1910.7.9.154;Thraupidae;PASSERIFORMES;11092;1910.7.9.154;NHMUK;M;15,7;NA;3,9;5,2;21,1;82;NA;NA;NA;68;1;GT;0;0;0
Paroaria dominicana_1903.12.15.77;Thraupidae;PASSERIFORMES;11089;1903.12.15.77;NHMUK;M;21;NA;6,4;9,4;25,2;94;NA;NA;NA;81;1;GT;0;0;0
Paroaria dominicana_1903.12.15.77;Thraupidae;PASSERIFORMES;11089;1903.12.15.77;NHMUK;M;18,7;12,1;5,6;8,9;24,4;95;15,5;79,5;16,3;76;2;TB/HM;1;0;0
Paroreomyza maculata_1939.12.9.146;Fringillidae;PASSERIFORMES;10066;1939.12.9.146;NHMUK;F;14,8;10,5;3,4;3,9;22,3;65;12,1;52,9;18,6;53;2;ECJ;1;0;0
Paroreomyza maculata_1939.12.9.146;Fringillidae;PASSERIFORMES;10066;1939.12.9.146;NHMUK;M;16,8;NA;4,5;4,1;19,9;65;NA;NA;NA;53;1;GT;0;0;0
Parotia carolae_1938.5.15.1;Paradisaeidae;PASSERIFORMES;7059;1938.5.15.1;NHMUK;M;30,5;NA;8,7;7,8;50,8;148;8;140;5,4;74;2;CR;0;0;0
Parotia carolae_1938.5.15.1;Paradisaeidae;PASSERIFORMES;7059;1938.5.15.1;NHMUK;M;24,6;17,7;5,6;8,1;48,1;148;13,6;134,4;9,2;79;1;CS;1;0;0
Parotia carolae_1939.12.9.8;Paradisaeidae;PASSERIFORMES;7059;1939.12.9.8;NHMUK;M;29,3;NA;8,9;8,4;49,2;152;9;143;5,9;71;1;CR;0;0;0
Parotia carolae_1939.12.9.8;Paradisaeidae;PASSERIFORMES;7059;1939.12.9.8;NHMUK;M;23,2;17,9;6,4;8,3;50,6;151;12,3;138,7;8,1;84;3;CS;1;0;0
Parotia carolae_1939.12.9.8;Paradisaeidae;PASSERIFORMES;7059;1939.12.9.8;NHMUK;M;20,8;NA;6,1;8,2;47,9;155;NA;NA;NA;75;2;GT;0;0;0
Parotia lawesii_1900.2.19.14;Paradisaeidae;PASSERIFORMES;7062;1900.2.19.14;NHMUK;M;29,6;NA;8,1;8,6;49,8;147;12;135;8,2;68;2;CR;0;0;0
Parotia lawesii_1900.2.19.14;Paradisaeidae;PASSERIFORMES;7062;1900.2.19.14;NHMUK;M;31,6;18,6;6,9;10,9;46,7;150;19;131;12,7;73;1;SRW;1;0;0
Parotia lawesii_1903.12.2.37;Paradisaeidae;PASSERIFORMES;7062;1903.12.2.37;NHMUK;M;30,4;NA;7,3;8,6;53;150;11;139;7,3;71;2;CR;0;0;0
Parotia lawesii_1903.12.2.37;Paradisaeidae;PASSERIFORMES;7062;1903.12.2.37;NHMUK;M;28,2;18,2;5,9;8,4;49,6;152;8,4;143,6;5,5;59;1;SRW;1;0;0
Parotia sefilata_1969.41.805;Paradisaeidae;PASSERIFORMES;7060;1969.41.805;NHMUK;M;39,1;NA;7,6;9;58;164;16;148;9,8;124;1;CR;0;0;0
Parotia sefilata_1969.41.805;Paradisaeidae;PASSERIFORMES;7060;1969.41.805;NHMUK;M;27,1;15,9;5,5;9,7;56,6;166;11,7;154,3;7;128;3;CS;1;0;0
Parotia sefilata_1969.41.805;Paradisaeidae;PASSERIFORMES;7060;1969.41.805;NHMUK;M;27,1;NA;6,2;9,5;56,3;168;NA;NA;NA;132;2;GT;0;0;0
Parotia sefilata_76.9.18.1;Paradisaeidae;PASSERIFORMES;7060;76.9.18.1;NHMUK;M;37,5;NA;7,3;NA;54,2;158;15;143;9,5;122;2;CR;0;0;0
Parotia sefilata_76.9.18.1;Paradisaeidae;PASSERIFORMES;7060;76.9.18.1;NHMUK;M;27;15,6;5,4;9,4;47,9;156;11,8;144,2;7,6;125;1;CS;1;0;0
Parotia wahnesi_1908.12.21.4;Paradisaeidae;PASSERIFORMES;7061;1908.12.21.4;NHMUK;M;31,8;NA;9,2;NA;55;160;22;138;13,8;217;2;CR;0;0;0
Parotia wahnesi_1908.12.21.4;Paradisaeidae;PASSERIFORMES;7061;1908.12.21.4;NHMUK;M;25,7;15,7;6,3;8,1;51,2;162;22,2;139,8;13,7;222;1;CS;1;0;0
Parotia wahnesi_1934.12.1.1;Paradisaeidae;PASSERIFORMES;7061;1934.12.1.1;NHMUK;M;28,8;NA;9;9,2;53,6;156;15;141;9,6;183;2;CR;0;0;0
Parotia wahnesi_1934.12.1.1;Paradisaeidae;PASSERIFORMES;7061;1934.12.1.1;NHMUK;M;26,3;15,3;6,8;9,7;52,8;163;19,4;143,6;11,9;185;1;CS;1;0;0
Passer cordofanicus_1922.12.8.1798;Passeridae;PASSERIFORMES;9922;1922.12.8.1798;NHMUK;M;14,2;8,8;5,7;7,3;18,9;71,5;11,4;60,1;15,9;57,5;1;CS;1;0;0
Passer cordofanicus_1922.12.8.1798;Passeridae;PASSERIFORMES;9922;1922.12.8.1798;NHMUK;M;13,5;NA;6;7,1;14,8;72;NA;NA;NA;52;2;GT;0;0;0
Passer griseus_1936.10.16.36;Passeridae;PASSERIFORMES;9929;1936.10.16.36;NHMUK;M;16,7;NA;5,9;7,4;15,4;78;NA;NA;NA;67;1;GT;0;0;0
Passer griseus_1936.10.16.36;Passeridae;PASSERIFORMES;9929;1936.10.16.36;NHMUK;M;13,6;9,6;6,5;7,6;17,4;76;14,5;61,5;19,1;65;2;NT;1;0;0
Passer hemileucus_99.8.11.131;Passeridae;PASSERIFORMES;9921;99.8.11.131;NHMUK;M;14,1;10,1;5,7;7,4;16,8;72;14,2;57,8;19,7;57;2;CS;1;0;0
Passer hemileucus_99.8.11.131;Passeridae;PASSERIFORMES;9921;99.8.11.131;NHMUK;M;15,5;NA;5,1;7,8;16,2;72;NA;NA;NA;56;1;GT;0;0;0
Passer insularis_1953.36.37;Passeridae;PASSERIFORMES;9920;1953.36.37;NHMUK;M;15,3;NA;6,5;9,3;22,2;76;NA;NA;NA;62;1;GT;0;0;0
Passer insularis_1953.36.37;Passeridae;PASSERIFORMES;9920;1953.36.37;NHMUK;M;15;11;7;9,7;19,9;74;10;64;13,5;67;2;NT;1;0;0
Passer rufocinctus_1945.41.139;Passeridae;PASSERIFORMES;9924;1945.41.139;NHMUK;M;13,4;9,3;5,7;8,2;20,2;77;17,7;59,3;23;58;2;CS;1;0;0
Passer rufocinctus_1945.41.139;Passeridae;PASSERIFORMES;9924;1945.41.139;NHMUK;M;15,4;NA;6,2;7,9;24,4;77;NA;NA;NA;58;1;GT;0;0;0
Passer rufocinctus_1945.41.139;Passeridae;PASSERIFORMES;9924;1945.41.139;NHMUK;M;12,8;9,5;6,3;7,8;20,3;76,5;14,3;62,2;18,7;52;3;NT;1;0;0
Passer suahelicus_1932.5.10.1478;Passeridae;PASSERIFORMES;9928;1932.5.10.1478;NHMUK;M;14,3;NA;6;7,3;17,5;85;NA;NA;NA;64;1;GT;0;0;0
Passer suahelicus_1932.5.10.1478;Passeridae;PASSERIFORMES;9928;1932.5.10.1478;NHMUK;M;13,8;9;6,4;7,1;17,5;83;14,7;68,3;17,7;65;2;NT;1;0;0
Passerculus sandwichensis_63.1.7.59;Passerellidae;PASSERIFORMES;10434;63.1.7.59;NHMUK;M;12;7,8;3,8;5;21,9;73;14;59;19,2;55;2;CS;1;0;0
Passerculus sandwichensis_63.1.7.59;Passerellidae;PASSERIFORMES;10434;63.1.7.59;NHMUK;M;10,8;NA;3,9;4,9;20,5;73;NA;NA;NA;52;1;GT;0;0;0
Passerina cyanea_88.10.10.9566;Cardinalidae;PASSERIFORMES;10711;88.10.10.9566;NHMUK;M;12,3;NA;4,8;5,9;17,4;68;NA;NA;NA;54;1;GT;0;0;0
Passerina cyanea_88.10.10.9566;Cardinalidae;PASSERIFORMES;10711;88.10.10.9566;NHMUK;M;11,9;7,7;5,5;6,8;17,2;63;15,1;47,9;24;54;2;NT;1;0;0
Passerina leclancherii_1899.2.1.1942;Cardinalidae;PASSERIFORMES;10715;1899.2.1.1942;NHMUK;F;11;NA;NA;NA;18,2;68,2;10,5;57,7;15,4;55,8;2;APH;0;0;0
Passerina leclancherii_1899.2.1.1942;Cardinalidae;PASSERIFORMES;10715;1899.2.1.1942;NHMUK;F;11,5;8,3;5,2;7,1;17,7;68;10,3;57,7;15,1;57;1;NT;1;0;0
Passerina rositae_1899.2.1.1960;Cardinalidae;PASSERIFORMES;10714;1899.2.1.1960;NHMUK;F;13,5;NA;NA;NA;18;71;9;62;12,7;52,7;2;APH;0;0;0
Passerina rositae_1899.2.1.1960;Cardinalidae;PASSERIFORMES;10714;1899.2.1.1960;NHMUK;F;14,7;11,2;6,2;8;17,4;71;10,4;60,6;14,6;54;1;NT;1;0;0
Passerina rositae_1899.2.1.1962;Cardinalidae;PASSERIFORMES;10714;1899.2.1.1962;NHMUK;M;13,1;NA;NA;NA;17,4;73,1;12,6;60,5;17,2;54,2;2;APH;0;0;0
Passerina rositae_1899.2.1.1962;Cardinalidae;PASSERIFORMES;10714;1899.2.1.1962;NHMUK;M;15,3;11,4;6;8,3;15,8;72;13,2;58,8;18,3;56;1;NT;1;0;0
Passerina rositae_1899.2.1.2061;Cardinalidae;PASSERIFORMES;10714;1899.2.1.2061;NHMUK;F;13,4;NA;NA;NA;16,8;68,4;9,6;58,8;14;51,5;2;APH;0;0;0
Passerina rositae_1899.2.1.2061;Cardinalidae;PASSERIFORMES;10714;1899.2.1.2061;NHMUK;F;15,2;11;6,1;7,7;15,6;66;9,3;56,7;14,1;52;1;NT;1;0;0
Passerina versicolor_99.2.1.2022;Cardinalidae;PASSERIFORMES;10716;99.2.1.2022;NHMUK;M;12,2;8;4,9;6,4;18,1;69;15,1;53,9;21,9;57;2;CV;1;0;0
Passerina versicolor_99.2.1.2022;Cardinalidae;PASSERIFORMES;10716;99.2.1.2022;NHMUK;M;12,4;NA;5,4;6,2;17,6;70;NA;NA;NA;59;1;GT;0;0;0
Pellorneum albiventre_1937.1.17.256;Pellorneidae;PASSERIFORMES;8346;1937.1.17.256;NHMUK;M;13,7;7,2;3;3,5;22,5;55;4,1;50,9;7,5;45;2;CS;1;0;0
Pellorneum albiventre_1937.1.17.256;Pellorneidae;PASSERIFORMES;8346;1937.1.17.256;NHMUK;M;14;NA;2,8;3,5;23,8;56;NA;NA;NA;47;1;GT;0;0;0
Pellorneum fuscocapillus_88.4.20.1003;Pellorneidae;PASSERIFORMES;8344;88.4.20.1003;NHMUK;M;16,9;9,1;3;4,2;25,4;66;5,4;60,6;8,2;62;2;CV;1;0;0
Pellorneum fuscocapillus_88.4.20.1003;Pellorneidae;PASSERIFORMES;8344;88.4.20.1003;NHMUK;M;17,4;NA;2,9;4,4;26,5;64;NA;NA;NA;59;1;GT;0;0;0
Pellorneum palustre_95.7.14.1673;Pellorneidae;PASSERIFORMES;8345;95.7.14.1673;NHMUK;M;15,9;8,1;2,9;3,6;26,1;66;4,1;61,9;6,2;67;2;CS;1;0;0
Pellorneum palustre_95.7.14.1673;Pellorneidae;PASSERIFORMES;8345;95.7.14.1673;NHMUK;M;17;NA;3,5;3,7;24,7;67;NA;NA;NA;69;1;GT;0;0;0
Peltops blainvillii_1911.12.20.1483;Artamidae;PASSERIFORMES;6528;1911.12.20.1483;NHMUK;M;26,8;NA;10,3;8,5;17,4;101;31;70;30,7;59;3;CR;0;0;0
Peltops blainvillii_1911.12.20.1483;Artamidae;PASSERIFORMES;6528;1911.12.20.1483;NHMUK;M;25,6;NA;9,4;8,6;15,8;101;NA;NA;NA;72;1;GT;0;0;0
